Time	3REFRIG_1.LIC134.MEAS	3REFRIG_1.LIC134.OUT
2/27/2025 6:08:01.457 PM	43.76	
2/27/2025 6:08:13.457 PM	43.51	
2/27/2025 6:08:15.457 PM	43.47	
2/27/2025 6:08:25.457 PM	43.25	
2/27/2025 6:08:27.457 PM	43.20	15.00
2/27/2025 6:08:37.457 PM	43.01	35.00
2/27/2025 6:08:39.457 PM	42.96	40.00
2/27/2025 6:08:47.457 PM	42.88	
2/27/2025 6:08:51.457 PM	42.89	
2/27/2025 6:08:55.457 PM	42.83	
2/27/2025 6:08:57.000 PM	42.81	41.29
